"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
c_ssrs_t_12_life_stu,cssrs_t_stu,,radio,"ניסיון שסוכל - כאשר מישהו הופסק (על ידי נסיבות חיצוניות) בתחילת הפעולה בעלת פוטנציאל של פגיעה עצמית (ואילולא אותה הפסקה, הניסיון בפועל היה מתבצע)","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_13_life_stu,cssrs_t_stu,,radio,"ניסיון שנזנח - כאשר אדם מתחיל לנקוט צעדים לקראת ניסיון התאבדות, אך מפסיק בעצמו בטרם הוא נוקט בפועל התנהגות של הרס עצמי. הדוגמאות דומות לניסיונות מסוכלים, למעט שהאדם מפסיק בעצמו, ואינו מופסק על ידי גורם אחר","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_14_life_stu,cssrs_t_stu,,radio,"פעולות הכנה או התנהגות מכינה - פעולות הכנה לקראת ביצוע קרוב של ניסיון התאבדות. דבר זה יכול לכלול כל דבר מעבר לביטויים מילוליים או מחשבות, כגון עיבוד שיטת פעולה מסוימת (לדוגמה, איסוף גלולות, קניית אקדח) או הכנות לקראת מעשה התאבדות (לדוגמה, חלוקה של טובין, כתיבת מכתב פרידה)","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_15_life_stu,cssrs_t_stu,,radio,"התנהגות אובדנית - התנהגות אובדנית (כל אחד מהנ""ל) הייתה קיימת?","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_16_life_stu,cssrs_t_stu,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית?","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_17_life_stu,cssrs_t_stu,,radio,"התאבדות שבוצעה","0, לא | 1, כן",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,suicidal_behavior_lifetime_stu,,
c_ssrs_t_11_life_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של ניסיונות",,,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,,,
c_ssrs_t_12_life_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של מסוכלים",,,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,,,
c_ssrs_t_13_life_stu_1,cssrs_t_stu,,text,"נא להזין מס' כולל של נזנחים",,,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,,,
c_ssrs_t_18_life_stu,cssrs_t_stu,"יש לענות לגבי ניסיונות בפועל בלבד",radio,"תוצאה קטלנית בפועל / נזק רפואי:","0, 0 = ללא נזק גופני או נזק גופני מזערי (כגון שריטות שטחיות) | 1, 1= נזק גופני מועט (כגון דיבור ישנוני, כוויות מדרגה ראשונה, דימום קל, נקעים) | 2, 2 = נזק גופני בינוני; קיים צורך בהשגחה רפואית (כגון בהכרה, אך ישנוני/ת, תגובתיות מסוימת, כוויות מדרגה שנייה, דימום מכלי דם גדול) | 3, 3 = נזק גופני בינוני עד חמור; דרוש אשפוז וכנראה טיפול נמרץ (כגון תרדמת עם החזרים תקינים, כוויות מדרגה שלישית בפחות מ- 20% של שטח הגוף, איבוד דם ניכר, אך עם אפשרות של התאוששות, שברים חמורים) | 4, 4 = נזק גופני חמור; דרוש אשפוז ביחידה לטיפול נמרץ (כגון תרדמת ללא החזרים, כוויות מדרגה שלישית של יותר מ- 20% משטח הגוף, איבוד דם ניכר עם סימנים חיוניים בלתי יציבים, נזק רב לאזור גוף חיוני) | 5, 5 = מוות",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,,,
c_ssrs_t_19_life_stu,cssrs_t_stu,,radio,"אפשרות של תוצאה קטלנית כתוצאה מהניסיון בפועל ללא פגיעה גופנית (הדוגמאות הבאות, למרות שאין בהן למעשה פגיעה גופנית, יש בהן פוטנציאל קטלני רציני: שם/שמה אקדח בפה ולחץ/צה על ההדק, אך האקדח לא ירה, לכן אין נזק רפואי; שכיבה על פסי רכבת עם רכבת מתקרבת, אך נסוג/ה בעצמו/ה לפני הדריסה).","0, 0 = אין סבירות כי ההתנהגות תגרום לפגיעה | 1, 1 = סביר כי ההתנהגות תגרום לפגיעה, אך כנראה לא למוות | 2, 2 = סביר כי ההתנהגות תגרום למוות למרות עזרה רפואית זמינה",,,,,,"([c_ssrs_t_time_stu] = '1' or [c_ssrs_t_time_stu] = '2' or [c_ssrs_t_time_stu] = '8')",,,,,,
chameleon_follow_stu,chameleon,,radio,"האם קיים מעקב בריאות הנפש?","1, כן | 2, לא",,,,,,,,,1,,,
treatment_end_stu,chameleon,,radio,"האם הנבדק השלים את סדרת הטיפולים?","1, כן | 2, לא",,,,,,,,,,,,
treatment_end_2_stu,chameleon,,text,"נא פרט",,,,,,,"[treatment_end_stu] = '1'",,,,,,
visit_date_stu,chameleon,,text,"תאריך ביקור",,"אם יש מספר ביקורים נא להכניס את תאריך הביקור הקרוב ביותר למדידה הנוכחית או במלל מספר הביקורים",,,,,,,,2,,,
chameleon_ideation_stu,chameleon,,radio,"האם ישנן מחשבות אובדניות?","1, כן | 2, לא | 3, לא ידוע","לא ידוע- בהיעדר אינדיקציה מפורשת לגבי מחשבות אובדניות בתיק",,,,,,,,3,,,
chameleon_behavior_stu,chameleon,,radio,"האם ישנה התנהגות אובדנית?","1, כן | 2, לא",,,,,,,,,4,,,
chameleon_attempt_stu,chameleon,,radio,"האם ישנו ניסיון אובדני?","1, כן | 2, לא",,,,,,,,,5,,,
chameleon_nssi_stu,chameleon,,radio,"האם קיימת פגיעה עצמית ללא כוונה אובדנית?","1, כן | 2, לא",,,,,,,,,6,,,
chameleon_suicide_er_stu,chameleon,,radio,"האם הנבדק/ת הגיע/ה למיון עקב אובדנות?","1, כן | 2, לא",,,,,,,,,7,,,
chameleon_suicide_er_date_stu,chameleon,,text,"תאריך המיון 1",,,datetime_dmy,,,,"[chameleon_suicide_er_stu] = '1'",,,,,,
chameleon_suicide_er_date_2_stu,chameleon,,text,"תאריך המיון 2",,,datetime_dmy,,,,"[chameleon_suicide_er_stu] = '1'",,,,,,
chameleon_suicide_er_date_3_stu,chameleon,,text,"תאריך המיון 3",,,datetime_dmy,,,,"[chameleon_suicide_er_stu] = '1'",,,,,,
chameleon_psychiatric_stu,chameleon,,radio,"האם הנבדק/ת הגיע/ה לאשפוז פסיכיאטרי?","1, כן | 2, לא",,,,,,,,,8,,,
chameleon_psychiatric_date_stu,chameleon,,text,"תאריך אשפוז 1",,,date_dmy,,,,"[chameleon_psychiatric_stu] = '1'",,,,,,
chameleon_psychiatric_date_2_stu,chameleon,,text,"תאריך אשפוז 2",,,date_dmy,,,,"[chameleon_psychiatric_stu] = '1'",,,,,,
chameleon_psychiatric_date_3_stu,chameleon,,text,"תאריך אשפוז 3",,,date_dmy,,,,"[chameleon_psychiatric_stu] = '1'",,,,,,
emergency_stu,chameleon,,radio,"האם הנבדק/ת הגיע/ה לטיפול נמרץ?","1, כן | 2, לא",,,,,,,,,,,,
chameleon_psychotherapy_stu,chameleon,,radio,"האם הנבדק/ת נמצא/ת בטיפול פסיכותרפיה?","1, כן | 2, לא",,,,,,,,,9,,,
chameleon_psychotherapy_2_stu,chameleon,,checkbox,"באיזה טיפול פסיכותרפי מדובר?","1, טיפול CBT | 2, טיפול דינאמי | 3, טיפול IPT | 4, התערבות חירום | 5, הדרכת הורים | 6, טיפול משפחתי | 7, אחר",,,,,,"[chameleon_psychotherapy_stu] = '1'",,,,,,
chameleon_psychotherapy_other_stu,chameleon,,text,"בעת הצורך, נא פרט/י",,,,,,,"[chameleon_psychotherapy_stu] = '1'",,,,,,
chameleon_medicine_stu,chameleon,,radio,"האם הנבדק/ת מקבל/ת טיפול תרופתי?","1, כן | 2, לא",,,,,,,,,10,,,
chameleon_medicine_2_stu,chameleon,,checkbox,"באיזה טיפול תרופתי מדובר?","1, אנטי דכאוני (לדוג' פריזמה) | 2, אנטי פסיכוטי (לדוג' רספרידל) | 3, מעורר (לדוג' ריטלין) | 4, בנזודיאזיפינים (לדוג' קלונקס) | 5, אחר",,,,,,"[chameleon_medicine_stu] = '1'",,,,,,
chameleon_medicine_other_stu,chameleon,,text,"בעת הצורך, נא פרט/י",,,,,,,"[chameleon_medicine_stu] = '1'",,,,,,
chameleon_notes_stu,chameleon,,notes,"הערות נוספות",,,,,,,,,,,,,
c_ssrs_fu_thought_1_clin,cssrs_fw_maya,"שים לב! השאלון הבא מיועד למילוי בידי צוות המחקר של ד""ר מיה אמיתי

אנא ענה/י על השאלות הבאות בהסתמך על משך הזמן מאז הביקור האחרון",radio,"הנבדק/ת מאשר/ת קיום מחשבות על הרצון למות או לא להיות יותר בין החיים או על המשאלה להירדם ולא להתעורר עוד","0, לא | 1, כן",,,,,,,,,,c_ssrs_followup_thoughts_clin,,
c_ssrs_fu_thought_2_clin,cssrs_fw_maya,,radio,"מחשבות כלליות בלתי ספציפיות על הרצון לסיים את החיים / להתאבד, כגון ""חשבתי להתאבד"", ללא מחשבות של צורת ההתאבדות / שיטות קשורות, כוונה או תכנית בתקופת ההערכה.","0, לא | 1, כן",,,,,,,,,,c_ssrs_followup_thoughts_clin,,
c_ssrs_fu_thought_3_clin,cssrs_fw_maya,,radio,"הנבדק/ת מאשר/ת קיום מחשבות על התאבדות וחשב/ה על שיטה אחת לפחות במהלך תקופת ההערכה. דבר זה שונה מתכנית מוגדרת הכוללת פרטים מעובדים של מקום, זמן ושיטה (כלומר, חשב/ה על צורת ההתאבדות, אך לא על תכנית ספציפית). יש לכלול אנשים העונים ""חשבתי על נטילה של מנת יתר, אך מעולם לא הייתה לי תכנית ספציפית היכן, מתי וכיצד באמת לעשות זאת... ולעולם לא הייתי מצליח/ה לבצע את זה עד הסוף.""","0, לא | 1, כן",,,,,,"[c_ssrs_fu_thought_2_clin] = '1'",,,,c_ssrs_followup_thoughts_clin,,
c_ssrs_fu_thought_4_clin,cssrs_fw_maya,,radio,"מחשבות פעילות על התאבדות, וכן הנבדק/ת מדווח/ת על כוונה מסוימת לפעול על פי מחשבות אלה, בניגוד ל- ""יש לי מחשבות כאלה, אך בפירוש לא אעשה כלום על פיהן.""","0, לא | 1, כן",,,,,,"[c_ssrs_fu_thought_2_clin] = '1'",,,,c_ssrs_followup_thoughts_clin,,
c_ssrs_fu_thought_5_clin,cssrs_fw_maya,,radio,"מחשבות התאבדות עם פרטי תכנית מעובדים באופן מלא או חלקי. לנבדק/ת כוונה מסוימת להוציא אותה אל הפועל.","0, לא | 1, כן",,,,,,"[c_ssrs_fu_thought_2_clin] = '1'",,,,c_ssrs_followup_thoughts_clin,,
c_ssrs_fu_intensity_clin,cssrs_fw_maya,,text,"סוג המחשבות האובדניות מ-1 עד 5
המחשבות האובדניות החמורות ביותר הן",,,number,1,5,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_frequ_clin,cssrs_fw_maya,,radio,"כמה פעמים הגיעו מחשבות אלה?","1, פחות מפעם בשבוע | 2, פעם בשבוע | 3, 2 - 5 פעמים בשבוע | 4, כל יום או כמעט כל יום | 5, פעמים רבות בכל יום",,,,,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_lengh_clin,cssrs_fw_maya,,radio,"כשיש לך מחשבות אלה, כמה זמן הן נמשכות?","1, חולפות - מספר שניות או דקות | 2, פחות משעה / חלק מהזמן | 3, שעה עד 4 שעות / זמן רב מאד | 4, 4 - 8 שעות / רוב היום | 5, מעל 8 שעות / באופן קבוע או מתמשך",,,,,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_control_clin,cssrs_fw_maya,,radio,"האם יכולת / את/ה יכול/ה להפסיק לחשוב על התאבדות או על המשאלה למות אם את/ה רוצה בכך?","1, מסוגל/ת לשלוט בקלות במחשבות | 2, מסוגל/ת לשלוט במחשבות עם מעט קושי | 3, מסוגל/ת לשלוט במחשבות עם קושי מסוים | 4, מסוגל/ת לשלוט במחשבות בקושי רב | 5, אינו/ה מסוגל/ת לשלוט במחשבות | 0, אינו/ה מנסה לשלוט במחשבות",,,,,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_deter_clin,cssrs_fw_maya,,radio,"האם קיימים דברים או אנשים כלשהם (כגון משפחה, דת, כאב הקשור במוות), אשר מנעו ממך לרצות להתאבד או לפעול על פי המחשבות של התאבדות?  
","1, הגורמים המרתיעים בהחלט עצרו בעדך לנסות להתאבד | 2, הגורמים המרתיעים כנראה עצרו בעדך | 3, לא בטוח/ה, שהגורמים המרתיעים עצרו בעדך | 4, הגורמים המרתיעים קרוב לוודאי לא עצרו בעדך | 5, הגורמים המרתיעים בהחלט לא עצרו בעדך | 0, אינו ישים; רוצה רק למות",,,,,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_reason_clin,cssrs_fw_maya,,radio,"איזה סוג מניעים גרמו לך לחשוב על הרצון למות או להתאבד? האם היה זה כדי לגמור עם הכאב או להפסיק את האופן בו את/ה חש/ה (במלים אחרות, לא היית מסוגל/ת להמשיך לחיות עם הכאב הזה או עם התחושה שהייתה לך) או שמא היה זה כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מצד אחרים? או שניהם גם יחד? ","1, לחלוטין כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים | 2, בעיקר כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים | 3, במידה שווה כדי לזכות בתשומת לב, להתנקם או לקבל תגובה מאחרים וגם להפסיק / לסיים את הכאב | 4, בעיקר כדי להפסיק / לסיים את הכאב (לא היית מסוגל/ת להמשיך לחיות עם הכאב או עם התחושה שהייתה לך) | 5, לחלוטין כדי להפסיק / לסיים את הכאב (לא היית מסוגל/ת להמשיך לחיות עם הכאב או עם התחושה שהייתה לך) | 0, אינו ישים",,,,,,"[c_ssrs_fu_thought_1_clin] = '1' or [c_ssrs_fu_thought_2_clin] = '1'",,,,,,
c_ssrs_fu_attemp_clin,cssrs_fw_maya,,radio,"פעולה בעלת פוטנציאל של פגיעה עצמית, אשר ננקטה תוך לפחות רצון מסוים למות בעקבות הפעולה. ההתנהגות נחשבה בחלקה כשיטת התאבדות. הכוונה אינה חייבת להיות כוונה של 100%. אם קיימת כוונה כלשהי / משאלה למות הקשורה בפעולה, כי אז ניתן לראות בה ניסיון התאבדות בפועל. אין חובה שיהיו קיימים נזק או פגיעה, מספיק הפוטנציאל של פגיעה או נזק. אם מישהו לוחץ על ההדק כשאקדח בפיו, אבל האקדח פגום, הרי שלמרות העדר נזק נחשב הדבר כניסיון.
הסקת כוונה: אף שהנבדק/ת שולל/ת כוונה / משאלה למות, ניתן להסיק אותה מבחינה קלינית מההתנהגות או מהנסיבות. לדוגמה, פעולה קטלנית בעליל, שבבירור אינה תאונה, מאפשרת להסיק שאין שום כוונה אחרת מלבד התאבדות (לדוגמה, ירייה בראש, קפיצה מחלון של קומה גבוהה). כמו-כן, אם מישהו שולל כוונה למות, אך חושב, כי מה שעשה יכול היה להיות קטלני, אפשר להסיק קיום כוונה.
","0, לא | 1, כן",,,,,,,,,,,,
c_ssrs_fu_attemp_2_3_clin,cssrs_fw_maya,,text,"נא להזין מס' כולל של ניסיונות",,,,,,,,,,,,,
c_ssrs_fu_attemp_3_clin,cssrs_fw_maya,,radio,"האם הנבדק/ת התנהג/ה באופן של פגיעה עצמית שאיננה אובדנית? ","0, לא | 1, כן",,,,,,,,,,,,
c_ssrs_fu_attemp_4_clin,cssrs_fw_maya,,radio,"האם קרה בעבר, שהתחלת לבצע משהו כדי לשים קץ לחייך, אך מישהו או משהו עצר בעדך בטרם הספקת לבצע דבר למעשה?","0, לא | 1, כן",,,,,,,,,,,,
c_ssrs_fu_attemp_4_2_clin,cssrs_fw_maya,,text,"אם כן, נא לתאר",,,,,,,,,,,,,
c_ssrs_fu_attemp_4_3_clin,cssrs_fw_maya,,text,"נא להזין מס' כולל של מסוכלים",,,number,,,,,,,,,,
c_ssrs_fu_attemp_5_clin,cssrs_fw_maya,,radio,"האם קרה בעבר, שהתחלת לבצע משהו כדי לנסות לשים קץ לחייך, אך עצרת בעצמך בטרם ביצעת משהו למעשה?","0, לא | 1, כן",,,,,,,,,,,,
c_ssrs_fu_attemp_5_2_clin,cssrs_fw_maya,,text,"אם כן, נא לתאר",,,,,,,,,,,,,
c_ssrs_fu_attemp_5_3_clin,cssrs_fw_maya,,text,"נא להזין מס' כולל של נזנחים",,,number,,,,,,,,,,
